col,uid_ini,uid_rec,uid_win,interac_type,sexi,sexr
mm,NA,21,21,greet,NA,F
mm,NA,21,21,sit_<1m,NA,F
mm,16,21,21,sit_bc,F,F
mm,16,21,21,allogroom,F,F
mm,17,16,NA,sit_<1m,F,F
mm,16,NA,16,sit_<1m,F,NA
mm,21,16,21,sit_<1m,F,F
mm,13,21,13,sit_<1m,M,F
mm,13,16,13,sit_<1m,M,F
mm,21,13,13,greet,F,M
mm,21,16,NA,sit_bc,F,F
mm,21,17,NA,sit_bc,F,F
mm,16,17,NA,sit_bc,F,F
mm,21,16,NA,sit_<1m,F,F
mm,16,17,NA,sit_<1m,F,F
mm,14,NA,NA,agr_chase,F,NA
mm,14,NA,NA,sit_bc,F,NA
mm,NA,14,NA,sit_<1m,NA,F
mm,NA,14,NA,allogroom,NA,F
mm,NA,17,NA,sit_bc,NA,F
mm,NA,14,NA,sit_bc,NA,F
mm,14,NA,NA,allogroom,F,NA
mm,14,NA,NA,sit_bc,F,NA
mm,14,NA,NA,sit_<1m,F,NA
mm,NA,14,14,sit_bc,NA,F
mm,NA,NA,NA,sit_bc,NA,NA
mm,17,14,NA,sit_bc,F,F
mm,NA,21,NA,sit_bc,NA,F
mm,17,NA,NA,sit_bc,F,NA
mm,17,21,NA,sit_bc,F,F
mm,14,NA,NA,sit_<1m,F,NA
mm,14,17,NA,sit_<1m,F,F
mm,14,NA,NA,sit_<1m,F,NA
mm,NA,NA,NA,sit_<1m,NA,NA
mm,17,NA,NA,sit_bc,F,NA
mm,14,17,NA,sit_bc,F,F
mm,NA,17,NA,sit_bc,NA,F
mm,17,14,NA,sit_<1m,F,F
mm,13,12,12,greet,M,M
mm,13,12,NA,play_mouthspar,M,M
mm,13,12,13,sit_<1m,M,M
mm,13,16,13,sit_<1m,M,F
mm,12,16,NA,sit_<1m,M,F
mm,18,16,18,sit_bc,M,F
mm,NA,18,18,sit_<1m,NA,M
mm,12,18,18,sit_<1m,M,M
mm,12,22,12,sit_<1m,M,F
mm,12,22,12,sit_<1m,M,F
mm,12,NA,12,sit_<1m,M,NA
mm,22,NA,NA,sit_<1m,F,NA
mm,18,NA,NA,greet,M,NA
mm,21,12,12,sit_bc,F,M
mm,18,NA,NA,sit_<1m,M,NA
mm,12,18,NA,sit_bc,M,M
mm,12,NA,NA,sit_bc,M,NA
mm,18,NA,NA,sit_bc,M,NA
mm,13,21,13,play_grab/slap/push,M,F
mm,13,21,13,allogroom,M,F
mm,21,13,13,play_grab/slap/push,F,M
mm,NA,18,NA,sit_bc,NA,M
mm,NA,18,NA,allogroom,NA,M
mm,NA,18,NA,play_mouthspar,NA,M
mm,18,13,NA,greet,M,M
mm,18,13,NA,play_mouthspar,M,M
mm,18,13,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_wrestle,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_bite,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,13,play_wrestle,M,M
mm,18,21,NA,greet,M,F
mm,18,21,21,sit_bc,M,F
mm,13,22,NA,play_grab/slap/push,M,F
mm,13,22,13,play_mouthspar,M,F
mm,16,NA,NA,greet,F,NA
mm,21,16,NA,sit_<1m,F,F
mm,22,21,NA,play_pounce,F,F
mm,22,21,NA,sit_bc,F,F
mm,22,16,NA,sit_bc,F,F
mm,21,16,NA,sit_bc,F,F
mm,21,16,NA,greet,F,F
mm,15,14,15,sit_<1m,M,F
mm,12,22,12,greet,M,F
mm,12,13,NA,play_grab/slap/push,M,M
mm,12,13,12,play_mouthspar,M,M
mm,12,13,12,play_wrestle,M,M
mm,12,13,NA,play_bite,M,M
mm,13,12,NA,play_mouthspar,M,M
mm,13,12,13,play_wrestle,M,M
mm,13,12,NA,play_bite,M,M
mm,12,13,12,play_mouthspar,M,M
mm,13,12,NA,play_grab/slap/push,M,M
mm,13,12,12,play_wrestle,M,M
mm,12,13,NA,play_bite,M,M
mm,13,12,NA,play_bite,M,M
mm,12,13,12,play_mouthspar,M,M
mm,22,12,NA,greet,F,M
mm,22,13,NA,greet,F,M
mm,12,13,NA,greet,M,M
mm,13,22,NA,play_bite,M,F
mm,13,NA,NA,play_grab/slap/push,M,NA
mm,13,12,NA,play_grab/slap/push,M,M
mm,13,12,NA,play_wrestle,M,M
mm,13,12,NA,play_bite,M,M
mm,13,12,NA,play_wrestle,M,M
mm,13,12,NA,play_grab/slap/push,M,M
mm,13,12,NA,play_mouthspar,M,M
mm,13,12,NA,play_grab/slap/push,M,M
mm,13,12,NA,play_bite,M,M
mm,13,12,NA,play_mouthspar,M,M
mm,13,12,NA,play_wrestle,M,M
mm,20,22,NA,play_pounce,F,F
mm,20,22,NA,play_bite,F,F
mm,13,12,13,play_bite,M,M
mm,13,12,13,play_grab/slap/push,M,M
mm,13,12,13,play_mouthspar,M,M
mm,13,12,13,play_wrestle,M,M
mm,20,21,21,sit_<1m,F,F
mm,13,21,13,sit_bc,M,F
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_wrestle,M,M
mm,13,18,NA,play_mouthspar,M,M
mm,18,13,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,18,NA,play_wrestle,M,M
mm,14,16,NA,greet,F,F
mm,14,16,NA,sit_bc,F,F
mm,21,15,15,greet,F,M
mm,13,22,13,play_wrestle,M,F
mm,13,22,13,play_bite,M,F
mm,13,22,13,play_wrestle,M,F
mm,13,22,13,play_grab/slap/push,M,F
mm,22,12,12,sit_bc,F,M
mm,22,12,12,sit_<1m,F,M
mm,22,13,NA,sit_<1m,F,M
mm,12,13,12,sit_<1m,M,M
mm,13,22,13,play_grab/slap/push,M,F
mm,13,22,13,play_wrestle,M,F
mm,13,22,NA,play_grab/slap/push,M,F
mm,13,22,NA,play_grab/slap/push,M,F
mm,22,13,NA,play_bite,F,M
mm,13,22,13,play_wrestle,M,F
mm,18,12,18,0,M,M
mm,12,22,NA,0,M,F
mm,13,15,13,play_grab/slap/push,M,M
mm,13,15,13,play_wrestle,M,M
mm,13,18,18,greet,M,M
mm,15,13,NA,play_grab/slap/push,M,M
mm,15,13,NA,play_wrestle,M,M
mm,15,13,NA,play_grab/slap/push,M,M
mm,15,22,NA,sit_<1m,M,F
mm,15,22,NA,play_grab/slap/push,M,F
mm,15,22,NA,play_grab/slap/push,M,F
mm,18,22,NA,play_grab/slap/push,M,F
mm,18,22,NA,play_bite,M,F
mm,15,18,NA,sit_bc,M,M
mm,22,15,NA,sit_<1m,F,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,13,12,13,play_grab/slap/push,M,M
mm,13,12,13,play_grab/slap/push,M,M
mm,13,12,13,play_mouthspar,M,M
mm,12,22,12,play_grab/slap/push,M,F
mm,12,22,12,play_grab/slap/push,M,F
mm,12,18,NA,0,M,M
mm,21,18,21,play_grab/slap/push,F,M
mm,21,18,21,play_grab/slap/push,F,M
mm,21,18,21,play_wrestle,F,M
mm,15,18,15,greet,M,M
mm,15,18,15,allogroom,M,M
mm,15,18,15,disp,M,M
mm,12,15,NA,greet,M,M
mm,21,15,15,greet,F,M
mm,21,18,NA,greet,F,M
mm,21,18,NA,sit_<1m,F,M
mm,22,18,NA,sit_bc,F,M
mm,13,12,NA,play_grab/slap/push,M,M
mm,13,12,NA,play_grab/slap/push,M,M
mm,22,18,NA,sit_<1m,F,M
mm,22,15,22,sit_<1m,F,M
mm,18,15,18,sit_<1m,M,M
mm,22,18,NA,sit_<1m,F,M
mm,13,22,NA,play_bite,M,F
mm,13,22,NA,play_grab/slap/push,M,F
mm,22,13,13,play_bite,F,M
mm,22,13,13,play_grab/slap/push,F,M
mm,13,18,NA,play_bite,M,M
mm,13,18,NA,play_grab/slap/push,M,M
mm,18,13,NA,play_grab/slap/push,M,M
mm,18,13,NA,play_mouthspar,M,M
mm,18,13,NA,play_wrestle,M,M
mm,13,15,13,play_grab/slap/push,M,M
mm,13,15,13,play_mouthspar,M,M
mm,13,14,13,play_grab/slap/push,M,F
mm,13,14,13,disp,M,F
mm,13,15,NA,play_pounce,M,M
mm,13,15,NA,play_grab/slap/push,M,M
mm,13,15,NA,play_mouthspar,M,M
mm,13,15,NA,play_wrestle,M,M
mm,15,18,18,play_grab/slap/push,M,M
mm,15,18,18,play_mouthspar,M,M
mm,15,18,18,play_grab/slap/push,M,M
mm,18,15,NA,play_chase,M,M
mm,18,NA,NA,sit_<1m,M,NA
mm,14,13,NA,sit_<1m,F,M
mm,16,14,14,greet,F,F
mm,15,16,NA,play_grab/slap/push,M,F
mm,15,16,NA,play_bite,M,F
mm,15,16,NA,play_grab/slap/push,M,F
mm,16,15,15,play_grab/slap/push,F,M
mm,16,15,15,play_wrestle,F,M
mm,15,14,14,sit_<1m,M,F
mm,16,14,NA,sit_<1m,F,F
mm,21,14,14,greet,F,F
mm,13,16,13,play_grab/slap/push,M,F
mm,13,16,13,play_mouthspar,M,F
mm,13,16,13,play_grab/slap/push,M,F
mm,13,16,13,play_wrestle,M,F
mm,18,21,NA,play_grab/slap/push,M,F
mm,18,21,NA,play_grab/slap/push,M,F
mm,18,21,NA,play_wrestle,M,F
mm,18,21,NA,play_bite,M,F
mm,18,21,NA,play_grab/slap/push,M,F
mm,18,21,NA,play_wrestle,M,F
mm,13,16,13,play_grab/slap/push,M,F
mm,13,16,13,play_mouthspar,M,F
mm,13,16,13,play_grab/slap/push,M,F
mm,18,15,15,play_grab/slap/push,M,M
mm,18,15,15,play_mouthspar,M,M
mm,18,15,15,play_grab/slap/push,M,M
mm,18,15,15,play_pounce,M,M
mm,18,15,15,play_grab/slap/push,M,M
mm,18,15,15,play_wrestle,M,M
mm,15,18,15,play_bite,M,M
mm,18,15,18,play_grab/slap/push,M,M
mm,18,15,18,play_chase,M,M
mm,16,15,15,greet,F,M
mm,15,16,NA,play_grab/slap/push,M,F
mm,18,15,15,play_grab/slap/push,M,M
mm,18,15,15,play_grab/slap/push,M,M
mm,18,15,15,play_wrestle,M,M
mm,NA,NA,NA,greet,NA,NA
mm,22,12,12,sit_<1m,F,M
mm,14,12,14,sit_bc,F,M
mm,14,12,14,agr_grab/slap/push,F,M
mm,14,12,14,agr_bite,F,M
mm,15,16,15,greet,M,F
mm,18,15,15,greet,M,M
mm,15,18,NA,play_grab/slap/push,M,M
mm,18,15,NA,play_bite,M,M
mm,18,15,NA,play_grab/slap/push,M,M
mm,13,15,NA,play_grab/slap/push,M,M
mm,13,15,NA,play_mouthspar,M,M
mm,13,15,NA,play_wrestle,M,M
mm,21,15,NA,play_mount,F,M
mm,15,21,NA,play_bite,M,F
mm,15,21,NA,play_grab/slap/push,M,F
mm,21,15,21,play_grab/slap/push,F,M
mm,21,15,21,play_grab/slap/push,F,M
mm,21,15,21,play_mouthspar,F,M
mm,13,15,13,play_grab/slap/push,M,M
mm,13,21,13,play_grab/slap/push,M,F
mm,15,21,NA,play_grab/slap/push,M,F
mm,13,14,13,greet,M,F
mm,15,14,14,greet,M,F
mm,18,14,14,sit_bc,M,F
mm,12,16,12,greet,M,F
mm,12,16,12,sit_bc,M,F
mm,12,16,12,disp,M,F
mm,21,16,21,play_grab/slap/push,F,F
mm,21,16,21,play_wrestle,F,F
mm,21,16,21,play_grab/slap/push,F,F
mm,16,21,16,play_grab/slap/push,F,F
mm,16,21,16,play_pounce,F,F
mm,16,12,NA,sit_<1m,F,M
mm,18,15,NA,greet,M,M
mm,18,15,NA,sit_bc,M,M
mm,NA,16,NA,greet,NA,F
mm,NA,12,NA,greet,NA,M
mm,NA,22,NA,greet,NA,F
mm,NA,21,NA,greet,NA,F
mm,16,12,NA,greet,F,M
mm,16,22,NA,greet,F,F
mm,16,21,NA,greet,F,F
mm,12,22,NA,greet,M,F
mm,12,21,NA,greet,M,F
mm,22,21,NA,greet,F,F
mm,22,18,22,greet,F,M
mm,22,18,22,play_bite,F,M
mm,22,18,22,play_wrestle,F,M
mm,13,22,NA,sit_<1m,M,F
mm,15,13,13,play_grab/slap/push,M,M
mm,15,13,13,play_bite,M,M
mm,13,15,15,play_bite,M,M
mm,13,15,15,play_wrestle,M,M
mm,13,15,15,play_grab/slap/push,M,M
mm,13,21,21,greet,M,F
mm,13,NA,NA,play_bite,M,NA
mm,NA,13,NA,play_bite,NA,M
mm,NA,13,NA,play_grab/slap/push,NA,M
mm,13,NA,13,play_grab/slap/push,M,NA
mm,16,14,14,greet,F,F
mm,16,14,14,sit_<1m,F,F
mm,18,16,NA,sit_bc,M,F
mm,18,16,NA,play_bite,M,F
mm,16,18,NA,play_grab/slap/push,F,M
mm,18,16,18,play_grab/slap/push,M,F
mm,13,18,18,play_grab/slap/push,M,M
mm,13,15,13,play_grab/slap/push,M,M
mm,13,15,13,play_wrestle,M,M
mm,13,15,13,play_grab/slap/push,M,M
mm,16,15,NA,play_grab/slap/push,F,M
mm,16,12,NA,play_bite,F,M
mm,12,16,12,play_grab/slap/push,M,F
mm,12,16,NA,play_grab/slap/push,M,F
mm,12,15,NA,play_grab/slap/push,M,M
mm,16,15,NA,play_grab/slap/push,F,M
mm,NA,18,18,sit_bc,NA,M
mm,13,18,18,greet,M,M
mm,NA,18,NA,sit_bc,NA,M
mm,21,16,NA,sit_<1m,F,F
mm,21,15,NA,sit_<1m,F,M
mm,16,15,NA,sit_<1m,F,M
mm,14,13,NA,sit_bc,F,M
mm,14,21,21,sit_bc,F,F
mm,13,21,21,sit_bc,M,F
mm,13,21,13,sit_<1m,M,F
mm,23,13,23,sit_bc,F,M
mm,15,18,NA,sit_bc,M,M
mm,15,23,23,greet,M,F
mm,15,21,21,greet,M,F
mm,21,13,NA,greet,F,M
mm,21,18,NA,greet,F,M
mm,13,18,NA,greet,M,M
mm,13,18,NA,play_bite,M,M
mm,13,18,NA,play_wrestle,M,M
mm,NA,23,NA,play_grab/slap/push,NA,F
mm,13,16,13,play_grab/slap/push,M,F
mm,13,16,13,play_bite,M,F
mm,14,15,14,greet,F,M
mm,18,12,12,play_grab/slap/push,M,M
mm,18,12,12,play_mouthspar,M,M
mm,18,12,12,play_wrestle,M,M
mm,12,18,12,play_grab/slap/push,M,M
mm,12,18,12,play_grab/slap/push,M,M
mm,12,18,12,play_mouthspar,M,M
mm,12,18,12,play_wrestle,M,M
mm,18,15,15,play_grab/slap/push,M,M
mm,18,15,15,play_mouthspar,M,M
mm,18,15,15,play_grab/slap/push,M,M
mm,18,15,15,play_wrestle,M,M
mm,18,12,18,play_grab/slap/push,M,M
mm,18,12,18,play_bite,M,M
mm,18,12,18,play_mouthspar,M,M
mm,18,12,18,play_grab/slap/push,M,M
mm,18,12,18,play_mount,M,M
mm,18,12,12,play_grab/slap/push,M,M
mm,18,12,12,play_grab/slap/push,M,M
mm,18,12,12,play_wrestle,M,M
mm,18,12,12,play_grab/slap/push,M,M
mm,15,22,NA,sit_<1m,M,F
mm,15,18,NA,sit_<1m,M,M
mm,22,18,NA,sit_<1m,F,M
mm,16,21,NA,sit_bc,F,F
mm,13,15,13,play_grab/slap/push,M,M
mm,13,15,13,play_mouthspar,M,M
mm,13,15,13,play_grab/slap/push,M,M
mm,13,15,13,play_wrestle,M,M
mm,13,15,13,play_grab/slap/push,M,M
mm,13,15,13,play_wrestle,M,M
mm,13,15,13,play_grab/slap/push,M,M
mm,13,15,13,play_wrestle,M,M
mm,13,15,13,play_mouthspar,M,M
mm,13,15,13,play_wrestle,M,M
mm,15,13,15,play_pounce,M,M
mm,15,13,15,play_grab/slap/push,M,M
mm,15,13,15,play_mount,M,M
mm,15,13,15,play_mouthspar,M,M
mm,15,13,15,play_grab/slap/push,M,M
mm,15,13,15,play_wrestle,M,M
mm,15,13,15,play_grab/slap/push,M,M
mm,15,13,15,play_wrestle,M,M
mm,15,13,15,play_grab/slap/push,M,M
mm,15,13,15,play_wrestle,M,M
mm,12,15,12,play_grab/slap/push,M,M
mm,12,15,12,play_wrestle,M,M
mm,12,15,12,play_grab/slap/push,M,M
mm,15,12,15,play_grab/slap/push,M,M
mm,15,12,15,play_bite,M,M
mm,15,12,15,play_wrestle,M,M
mm,15,12,15,play_grab/slap/push,M,M
mm,15,12,15,play_grab/slap/push,M,M
mm,15,12,15,play_wrestle,M,M
mm,16,21,NA,sit_<1m,F,F
mm,21,15,NA,greet,F,M
mm,21,15,NA,sit_bc,F,M
mm,21,15,NA,allogroom,F,M
mm,15,21,NA,allogroom,M,F
mm,13,22,13,play_chase,M,F
mm,21,13,13,sit_<1m,F,M
mm,21,16,21,sit_bc,F,F
mm,16,13,NA,sit_<1m,F,M
mm,21,14,14,sit_bc,F,F
mm,21,14,14,allogroom,F,F
mm,21,17,21,allogroom,F,F
mm,17,14,17,sit_bc,F,F
mm,NA,NA,NA,play_wrestle,NA,NA
mm,NA,14,14,greet,NA,F
mm,14,NA,14,allogroom,F,NA
mm,16,17,16,allogroom,F,F
mm,16,17,16,sit_bc,F,F
mm,NA,14,14,greet,NA,F
mm,NA,14,14,allogroom,NA,F
mm,NA,14,14,greet,NA,F
mm,22,21,22,greet,F,F
mm,22,21,22,agr_chase,F,F
mm,22,21,22,greet,F,F
mm,22,21,22,allogroom,F,F
mm,22,21,22,sit_bc,F,F
mm,NA,22,22,greet,NA,F
mm,NA,22,22,allogroom,NA,F
mm,22,14,22,greet,F,F
mm,22,14,22,allogroom,F,F
mm,21,14,14,allogroom,F,F
mm,17,14,14,sit_bc,F,F
mm,17,14,17,sit_bc,F,F
mm,21,17,NA,sit_<1m,F,F
mm,NA,17,17,greet,NA,F
mm,21,17,17,sit_bc,F,F
mm,17,21,17,allogroom,F,F
mm,22,17,22,sit_bc,F,F
mm,22,21,21,sit_<1m,F,F
mm,22,17,22,allogroom,F,F
mm,21,17,21,allogroom,F,F
mm,NA,17,NA,sit_bc,NA,F
mm,NA,17,NA,allogroom,NA,F
mm,NA,14,NA,sit_bc,NA,F
mm,NA,14,NA,greet,NA,F
mm,NA,14,NA,allogroom,NA,F
mm,NA,14,NA,play_bite,NA,F
mm,NA,NA,NA,sit_bc,NA,NA
mm,17,NA,17,greet,F,NA
mm,17,NA,17,sit_<1m,F,NA
mm,NA,17,NA,allogroom,NA,F
mm,21,17,17,allogroom,F,F
mm,19,17,19,greet,F,F
mm,19,17,19,disp_proximity,F,F
mm,19,14,19,disp_proximity,F,F
mm,17,14,14,greet,F,F
mm,17,14,14,sit_bc,F,F
mm,17,14,14,allogroom,F,F
mm,17,14,17,sit_bc,F,F
mm,17,14,NA,sit_<1m,F,F
mm,17,NA,NA,sit_<1m,F,NA
mm,17,NA,NA,sit_bc,F,NA
mm,14,NA,14,greet,F,NA
mm,NA,21,NA,sit_bc,NA,F
mm,22,14,NA,sit_<1m,F,F
mm,22,14,NA,sit_bc,F,F
mm,21,16,NA,sit_<1m,F,F
mm,21,16,NA,sit_bc,F,F
mm,16,21,NA,allogroom,F,F
mm,16,21,16,disp_simple,F,F
mm,21,22,NA,greet,F,F
mm,21,22,NA,allogroom,F,F
mm,16,22,NA,sit_bc,F,F
mm,15,14,NA,greet,M,F
mm,14,16,NA,sit_<1m,F,F
mm,NA,NA,NA,sit_<1m,NA,NA
mm,21,17,NA,sit_<1m,F,F
mm,17,NA,NA,sit_bc,F,NA
mm,17,NA,NA,sit_<1m,F,NA
mm,14,NA,NA,sit_bc,F,NA
mm,17,14,NA,sit_<1m,F,F
mm,NA,14,14,sit_<1m,NA,F
mm,17,14,NA,sit_<1m,F,F
mm,NA,14,14,greet,NA,F
mm,17,NA,NA,sit_bc,F,NA
mm,14,17,NA,sit_<1m,F,F
mm,14,NA,NA,sit_<1m,F,NA
mm,14,NA,NA,sit_<1m,F,NA
mm,17,NA,NA,sit_<1m,F,NA
mm,17,NA,NA,sit_<1m,F,NA
mm,NA,NA,NA,sit_<1m,NA,NA
mm,17,NA,NA,sit_<1m,F,NA
mm,17,NA,NA,sit_<1m,F,NA
mm,17,NA,NA,sit_<1m,F,NA
mm,NA,NA,NA,fg_tog,NA,NA
mm,NA,17,NA,sit_<1m,NA,F
mm,NA,14,NA,sit_<1m,NA,F
mm,NA,NA,NA,sit_bc,NA,NA
mm,NA,14,NA,allogroom,NA,F
mm,17,14,14,sit_<1m,F,F
mm,NA,17,NA,sit_bc,NA,F
mm,17,NA,NA,sit_<1m,F,NA
mm,14,17,14,sit_<1m,F,F
mm,17,NA,NA,sit_<1m,F,NA
mm,NA,17,NA,sit_bc,NA,F
mm,NA,NA,NA,sit_bc,NA,NA
mm,12,21,NA,greet,M,F
mm,16,21,NA,play_bite,F,F
mm,16,21,NA,play_grab/slap/push,F,F
mm,16,21,NA,play_wrestle,F,F
mm,13,14,NA,greet,M,F
mm,13,16,NA,play_grab/slap/push,M,F
mm,15,16,NA,greet,M,F
mm,13,14,NA,greet,M,F
mm,13,15,NA,play_wrestle,M,M
mm,13,15,NA,play_bite,M,M
mm,13,15,NA,play_grab/slap/push,M,M
mm,13,15,NA,disp_simple,M,M
mm,13,16,NA,play_wrestle,M,F
mm,13,16,NA,play_wrestle,M,F
mm,22,15,NA,play_wrestle,F,M
mm,22,15,NA,play_mouthspar,F,M
mm,22,15,NA,play_mouthspar,F,M
mm,12,22,NA,play_pounce,M,F
mm,15,22,NA,disp_simple,M,F
mm,12,15,NA,play_mouthspar,M,M
mm,22,15,NA,play_wrestle,F,M
mm,15,22,NA,play_wrestle,M,F
mm,15,22,NA,disp_simple,M,F
mm,13,22,NA,play_grab/slap/push,M,F
mm,13,22,NA,play_mouthspar,M,F
mm,22,13,13,play_wrestle,F,M
mm,22,13,13,disp_simple,F,M
mm,13,22,NA,play_wrestle,M,F
mm,13,15,13,play_bite,M,M
mm,18,15,NA,play_wrestle,M,M
mm,18,22,NA,play_bite,M,F
mm,18,22,NA,disp_simple,M,F
mm,22,18,NA,play_wrestle,F,M
mm,13,22,NA,greet,M,F
mm,22,13,NA,play_pounce,F,M
mm,22,13,NA,play_mouthspar,F,M
mm,22,13,13,play_grab/slap/push,F,M
mm,13,12,13,play_pounce,M,M
mm,13,12,NA,play_wrestle,M,M
mm,12,15,12,play_wrestle,M,M
mm,15,13,15,play_pounce,M,M
mm,18,15,NA,play_bite,M,M
mm,15,18,NA,play_wrestle,M,M
mm,15,12,15,play_bite,M,M
mm,15,12,15,play_grab/slap/push,M,M
mm,12,15,12,play_grab/slap/push,M,M
mm,16,21,NA,allogroom,F,F
mm,22,18,NA,sit_<1m,F,M
mm,18,22,18,play_bite,M,F
mm,18,22,22,play_grab/slap/push,M,F
mm,22,18,NA,play_pounce,F,M
mm,22,18,NA,play_wrestle,F,M
mm,22,18,18,play_bite,F,M
mm,13,18,18,play_pounce,M,M
mm,13,18,18,play_bite,M,M
mm,13,18,NA,play_mouthspar,M,M
mm,14,16,NA,sit_bc,F,F
mm,14,16,14,disp_simple,F,F
mm,21,22,NA,sit_bc,F,F
mm,16,13,NA,play_pounce,F,M
mm,16,13,NA,play_bite,F,M
mm,16,13,NA,play_mouthspar,F,M
mm,13,16,13,play_grab/slap/push,M,F
mm,13,16,13,play_grab/slap/push,M,F
mm,14,21,NA,sit_bc,F,F
mm,18,21,NA,sit_<1m,M,F
mm,NA,20,NA,play_grab/slap/push,NA,F
mm,20,NA,NA,play_mouthspar,F,NA
mm,20,NA,NA,disp_simple,F,NA
mm,20,NA,NA,sit_bc,F,NA
mm,22,15,NA,sit_<1m,F,M
mm,15,22,NA,play_pounce,M,F
mm,15,22,22,play_wrestle,M,F
mm,22,15,NA,play_grab/slap/push,F,M
mm,18,14,NA,sit_bc,M,F
mm,16,13,NA,disp_simple,F,M
mm,16,22,NA,sit_bc,F,F
mm,NA,22,NA,sit_bc,NA,F
mm,14,17,NA,sit_<1m,F,F
mm,14,17,NA,sit_<1m,F,F
mm,15,12,NA,sit_bc,M,M
mm,13,15,NA,sit_<1m,M,M
mm,15,16,NA,sit_<1m,M,F
mm,21,16,NA,sit_<1m,F,F
mm,16,13,NA,sit_<1m,F,M
mm,21,13,21,disp_simple,F,M
mm,16,13,NA,play_mouthspar,F,M
mm,16,13,NA,play_grab/slap/push,F,M
mm,13,16,NA,play_bite,M,F
mm,16,13,13,play_bite,F,M
mm,13,16,13,play_grab/slap/push,M,F
mm,13,16,NA,play_pounce,M,F
mm,13,16,NA,play_mouthspar,M,F
mm,13,16,13,play_bite,M,F
mm,16,13,NA,play_wrestle,F,M
mm,15,13,15,play_pounce,M,M
mm,16,15,NA,disp_simple,F,M
mm,16,15,NA,play_mouthspar,F,M
mm,16,15,16,play_mouthspar,F,M
mm,15,16,NA,play_mouthspar,M,F
mm,16,15,15,play_pounce,F,M
mm,16,15,NA,sit_<1m,F,M
mm,15,16,NA,play_wrestle,M,F
mm,15,16,NA,play_bite,M,F
mm,16,15,NA,play_bite,F,M
mm,15,16,15,play_mouthspar,M,F
mm,14,16,14,disp_simple,F,F
mm,21,15,NA,sit_<1m,F,M
mm,15,14,NA,sit_bc,M,F
mm,15,16,15,play_mouthspar,M,F
mm,21,15,NA,play_bite,F,M
mm,15,16,15,play_chase,M,F
mm,21,16,NA,sit_bc,F,F
mm,21,15,NA,sit_<1m,F,M
mm,16,12,NA,sit_Bc,F,M
mm,16,22,NA,sit_bc,F,F
mm,17,14,NA,greet,F,F
mm,14,16,NA,play_grab/slap/push,F,F
mm,16,17,NA,allogroom,F,F
mm,21,16,NA,play_grab/slap/push,F,F
mm,17,16,NA,allogroom,F,F
mm,16,17,NA,disp_proximity,F,F
mm,21,14,NA,sit_<1m,F,F
mm,21,17,NA,sit_<1m,F,F
mm,21,14,NA,sit_<1m,F,F
mm,21,16,NA,sit_bc,F,F
mm,21,16,NA,allogroom,F,F
mm,12,21,NA,sit_bc,M,F
mm,12,16,NA,allogroom,M,F
mm,14,16,14,disp_simple,F,F
mm,16,21,NA,sit_<1m,F,F
mm,16,21,NA,play_bite,F,F
mm,16,21,16,disp_simple,F,F
mm,21,16,NA,sit_<1m,F,F
mm,17,14,NA,sit_<1m,F,F
mm,17,14,NA,sit_<1m,F,F
npk,38,39,NA,greet,F,F
npk,39,38,39,disp_proximity,F,F
npk,38,39,39,play_pounce,F,F
npk,38,39,39,play_wrestle,F,F
npk,39,38,39,play_bite,F,F
npk,38,39,39,play_mouthspar,F,F
npk,39,38,39,play_wrestle,F,F
npk,39,38,39,play_bite,F,F
npk,39,38,39,play_chase,F,F
npk,39,38,39,play_chase,F,F
npk,38,39,NA,play_pounce,F,F
npk,38,39,NA,play_wrestle,F,F
npk,38,39,NA,play_wrestle,F,F
npk,39,38,39,play_grab/slap/push,F,F
npk,39,38,39,play_bite,F,F
npk,39,38,39,play_grab/slap/push,F,F
npk,39,38,NA,play_grab/slap/push,F,F
npk,39,38,NA,mount,F,F
npk,39,38,NA,play_wrestle,F,F
npk,39,38,39,play_chase,F,F
npk,39,38,39,play_grab/slap/push,F,F
npk,39,38,39,play_pounce,F,F
npk,39,38,39,play_chase,F,F
npk,39,38,39,play_bite,F,F
npk,39,38,39,play_pounce,F,F
npk,39,38,39,play_grab/slap/push,F,F
npk,39,38,39,play_wrestle,F,F
npk,38,39,38,play_pounce,F,F
npk,38,39,38,play_wrestle,F,F
npk,39,38,39,disp_proximity,F,F
npk,39,38,39,play_bite,F,F
npk,39,38,NA,play_pounce,F,F
npk,39,38,NA,play_wrestle,F,F
npk,39,38,NA,play_bite,F,F
npk,39,38,NA,play_wrestle,F,F
npk,39,38,NA,play_bite,F,F
npk,38,39,NA,play_pounce,F,F
npk,38,39,NA,play_wrestle,F,F
npk,38,39,NA,play_chase,F,F
npk,39,38,NA,play_wrestle,F,F
npk,39,38,39,play_pounce,F,F
npk,NA,NA,NA,play_bite,NA,NA
npk,NA,NA,NA,play_wrestle,NA,NA
